ORF,Ca_5_min,Ca_15_min,Ca_30_min,Ca_60_min,Ca_FK506_5_min,Ca_FK506_15_min,Ca_FK506_30_min,Ca_FK506_60_min,Ca_Ca_FK506_15_min,Ca_Ca_FK506_30_min,crz1_Ca_15_min,crz1_Ca_30_min,Na_15_min,Na_30_min,Na_45_min,Na_60_min,Na_FK506_15_min,Na_FK506_30_min,Na_FK506_45_min,Na_FK506_60_min,Na_Na_FK506_30_min,Na_Na_FK506_45_min,crz1_Na_30_min,crz1_Na_45_min
YPL032C,-0.967197419,-1.281004559,-0.71304301,-0.146305467,-0.918663335,-1.020556492,-0.190847735,-0.039349307,0.070857582,0.46418333,0.132138625,0.119997652,0.158,0.1,0.087,-0.3,-0.035,-0.516,-0.371,-0.1,0.199859585,0.071576111,-0.000445553,-0.13223792
YGR125W,0.148499391,0.14040845,0.109871238,-0.149848171,0.170118448,0.458317714,-0.140483995,-0.402216103,-0.219688106,-0.433536222,-0.188838114,-0.390472926,-0.049,0.311,0.603,0.323,0.398,0.36,0.591,0.756,-0.490177624,-0.172216103,-0.42986187,-0.259861375
YOL112W,0.088028072,-0.212837437,-0.354231826,0.308805427,-0.276,0.331,0.619,0.255987314,0.100995441,0.956770786,0.259274362,0.074203777,-0.076,0.014,-0.292,-0.544,-0.041,-0.141,-0.049,-0.308,0.332795892,-0.079932454,-0.164,0.135474407
YNL293W,0.477041935,0.392902273,0.112830674,-0.27484906,0.506401568,0.903495087,0.664504246,-0.116051401,0.328762119,0.082,0.345995441,0.136271697,-0.201,0.257,0.66,0.513,0.086,0.319,0.814,1.083,-0.02303995,0.397531278,-0.467899843,-0.003393864
YDR043C,2.52763462,1.889264498,0.967697545,0.141344705,1.820288903,1.622001386,0.630802581,0.924049906,-0.410978822,0.023172485,-0.755913418,-0.218580995,0.724,2.509,2.157,1.357,0.132,1.715,1.612,1.496,-0.054878124,0.441724976,-0.933600342,0.133068393
YDL088C,-9.77E-05,-0.460783065,-0.383090079,-0.619240334,0.107420633,0.501317714,-0.03942141,-0.417350592,0.091311894,-0.162194573,0.146500087,-0.16503995,0.009,0.023,-0.235,-0.228,0.103,0.287,0.276,0.097,0.096545037,-0.087,-0.115782716,0.008601963
YKR091W,1.035048131,1.058289216,0.919343059,0.318324436,0.88763462,0.87099641,1.972132406,1.147,0.090387532,1.363040674,0.167088721,-0.076350592,0.451,1.114,1.372,1.616,,0.905,1.237,1.413,0.590554447,0.722234271,-0.005133739,-0.167861375
YLR082C,0.100414968,-0.123994455,-0.517332074,,0.731,0.475777634,0.128213252,-0.378922022,-0.070599246,-0.31949922,-0.181967942,-0.231022945,-0.279,0.442,0.435,0.077,0.108,0.509,0.616,0.453,-0.437378373,-0.08243288,-0.379153897,0.054331819
YLR150W,-0.158847166,-1.048813806,-0.49820789,0.026510484,-0.255674064,-1.148700984,-0.70859155,0.352080168,0.409010373,0.547349025,0.295514643,0.303545834,0.947,-0.432,-1.498,-0.743,0.429,-0.84,-1.483,-1.184,0.486606067,0.179191668,0.550028072,0.23667368
YGR211W,-1.38145537,-2.441797739,-1.551810516,-0.99742856,-0.84285507,-2.243254702,-1.219983018,-0.944216103,-0.2,0.206336665,-0.490784841,-0.352991336,1.202,1.328,0.745,0.581,0.696,1.753,1.557,0.407,-0.084874891,-0.108043145,0.772,0.959167735
YHR201C,0.041,0.217554447,0.266897794,-0.087994455,0.15685338,0.579002484,0.736137875,0.214504913,-0.110874275,-0.095497453,-0.019489516,0.139049906,-0.264,-0.55,-0.259,-0.196,0.003,-0.192,-0.349,-0.385,0.202580607,0.239909921,0.2344191,0.058594353
YDR545W,-0.494991336,-0.533951869,-0.478302455,-0.524922022,-0.613051401,-0.781615531,-0.884409412,-0.648947569,-0.298302455,-0.097194573,-0.289861375,-0.283536222,-0.28,-0.21,-0.33,-0.56,-0.1,-0.02,-0.59,-0.47,-0.015585032,-0.269688106,-0.027645138,-0.284922022
YER190W,-0.449133739,-0.243051401,-0.474848171,-0.263536222,-0.48,-0.791633026,-0.726,0.123,-0.373536222,-0.24959155,-0.324575489,-0.237763028,0.023,0.133,-0.338,-0.477,-0.503,-0.224,-0.333,-0.513,-0.289688106,-0.206750023,-0.060177624,-0.093189569
YGR296W,-0.374922022,-0.24404301,-0.215585032,0.021247305,-0.735892473,-0.87,-0.389,-0.488947569,-0.289965343,-0.157783065,-0.079445553,-0.162497453,-0.28,-0.013,-0.32,-0.62,-0.2,-0.39,-0.29,-0.18,-0.0525087,0.016048131,0.020138625,-0.039688106
YLR466W,-0.504624886,-0.660339802,-0.754665679,-0.878666968,-0.419324554,-0.76010298,-0.94882661,-0.663365377,-0.723120712,-0.522874275,-0.389965343,-0.540670893,0.249,0.177,-0.042,-0.109,-0.123,-0.28,-0.253,-0.431,-0.504490852,-0.301473846,-0.302442721,-0.211628532
YLR467W,-0.255138789,0.052691387,-0.215605895,-0.098525165,-0.472783402,-0.797273391,-0.701,-0.09686187,-0.830991336,-0.282700984,-0.518354357,-0.620986352,-0.058,-0.087,-0.195,-0.343,-0.639,-0.202,-0.54,-0.492,-0.375290449,-0.539381388,-0.195778128,-0.064393933
YNL339C,-0.024575489,0.152805427,0.150138625,0.116463778,-0.576181233,-0.63636538,-0.64547496,-0.262479397,-0.28959155,-0.206537036,-0.144783402,-0.179133739,-0.39,-0.49,-0.58,-0.51,-0.46,-0.29,-0.35,-0.42,-0.221874431,-0.364575489,-0.129924491,-0.164298302
YPL283C,-0.028302455,-0.029861375,-0.363951869,-0.141182395,-0.417429359,-0.513866025,-0.771,-0.251873332,-0.217783065,-0.211861472,-0.109861375,-0.199133739,-0.086,-0.41,-0.5,-0.51,0.04,-0.22,-0.14,-0.44,-0.251206605,-0.102216103,-0.008692893,-0.082497453
YIR001C,0.087582512,-0.003310676,-0.047947942,,0.19,-0.137164268,-0.107,1.103,-0.023931607,-0.118,-0.095,-0.13244479,,0.444,0.48,0.416,0.198,0.256,0.157,-0.111,0.021,-0.092663335,-0.132778128,-0.121902221
YJR134C,-0.130674064,-0.18408495,-0.085987523,0.153189249,0.068440536,-0.108026694,-0.059254264,0.313335782,-0.111887713,-0.072424588,-0.255998614,-0.11143273,0.118,0.422,0.33,0.466,0.209,0.569,0.86,0.76,-0.09,-0.180485357,-0.098532478,-0.068058647
YKL132C,0.228109686,-0.076133963,-0.097111093,0.124172485,-0.393,-0.888575113,-0.525026694,-0.37214662,-0.678177624,-0.464987588,-0.580892473,-0.582616331,0.17,0.272,0.313,0.112,0.155,0.141,-0.011,-0.208,0.094541474,0.025,-0.196572641,0.000618612
YIR002C,-0.486012686,-0.270537036,-0.522416737,0.089,,-0.308,,-0.4,0.020138625,0.094,-0.074324554,-0.127479397,0.003,0.978,0.884,0.36,0.1,0.883,0.974,0.797,0.108075509,-0.104,0.279112287,0.159125908
YBR127C,0.051329107,-0.03842856,0.127221872,-0.032989627,-0.111398037,0.467550148,0.340752279,0.544079727,-0.047260945,0.213863849,0.242491753,0.027086582,0.308,0.121,-0.06,-0.308,0.501,0.147,0.09,-0.096,0.525463341,-0.078,-0.012809052,0.088509148
YOR270C,-0.879354357,-0.874102206,-0.095324554,-0.683131925,-0.409741364,-0.25423792,-0.37114662,-0.399417319,-0.213380747,-0.353409893,-0.020999653,0.078800805,0.133,-0.029,-0.317,-0.211,0.223,-0.06,-0.146,0.482,0.133781486,-0.366291979,-0.241016041,-0.401035711
YGR105W,0.140554447,-0.053051401,0.152216935,0.146709551,0.242805427,-0.176181233,-0.178260945,-0.043485357,0.006948599,0.217783897,0.085424511,0.035008664,0.422,-0.191,-0.524,-0.373,0.615,0.181,-0.212,-0.775,-0.359353316,0.145424511,0.25957859,0.060138625
YHR060W,-0.164886271,-0.625397248,-0.334645138,-0.096615531,0.175538209,-0.106881047,0.251913607,0.186708205,0.130724476,0.256554447,-0.100684926,-0.262204108,0.372,-0.367,-0.784,-0.884,0.432,0.135,-0.87,-1.203,0.316879288,0.144529165,0.370670828,-0.115999653
YKL119C,-0.173515243,-0.204012686,-0.091886271,0.035080168,0.117,,-0.009,0.08365152,0.356866261,0.212545037,0.167726609,0.0340785,0.217,-0.189,-0.055,-0.009,0.203,0.125,-0.268,-0.377,-0.033038327,0.05621275,0.19595175,0.10085338
YHR026W,-0.21378725,-0.379808332,-0.223134677,-0.224550887,-0.159,-0.46,-0.517393411,0.029,0.500040674,0.347098855,0.523016982,0.396291449,0.449,-0.423,-0.36,-0.23,-0.099,-0.387,-0.46,-0.611,0.721619253,0.233947802,0.321645556,0.200010373
YDL185W,-0.165266775,-0.300977819,-0.066375007,-0.10649922,0.032941353,-0.298022945,0.159572866,0.117314046,-0.393784841,-0.328204108,-0.103666968,-0.062692893,0.498,0.163,-0.084,0.306,0.411,-0.187,-0.154,-0.112,-0.121532478,-0.487254702,-0.25197238,-0.261903196
YMR054W,-0.399007117,-1.212445553,-0.714605895,0.373888907,-0.120532478,-1.129113076,-0.507097727,0.062449113,0.31441783,0.761645643,0.24405857,0.182502166,-0.585,-0.049,0.107,-0.147,0.06,-0.025,0.417,0.655,0.754234271,0.325252362,0.610375114,0.231502166
YPL234C,0.007353552,0.105347837,-0.094838114,-0.086166635,0.138801585,-0.170428028,-0.264310676,-0.346354357,0.474133975,0.486068393,0.465948599,0.210307107,0.165,-0.35,-0.605,-0.574,0.273,0.09,-0.558,-0.765,0.567621627,0.276961673,0.45497199,0.238987314
YLR447C,0.146868075,0.166049906,0.212632423,0.210631781,0.19423507,0.418936006,0.673771096,-0.107049405,0.22457859,0.197030292,0.319455033,0.224701698,-0.04,-0.505,-0.544,-0.628,0.3,0.045,-0.491,-0.559,0.41221275,0.21854463,0.466343059,0.359049906
YGR020C,0.112032093,-0.064330409,-0.099217792,-0.005007534,0.428091598,0.04991505,-0.041412111,0.159475306,0.274125908,0.449554447,0.393670862,0.228554151,0.368,-0.226,-0.47,-0.372,0.06,-0.505,-0.983,-1.057,0.260945516,0.412329107,0.382500394,0.074561742
YOR332W,0.361,0.26095175,0.885746373,0.490272676,0.397038904,0.137053281,0.347270534,0.166075509,0.255624993,0.262531278,0.250304337,0.22067368,0.662,0.207,-0.132,-0.017,0.526,-0.023,-0.249,-0.321,0.781660198,0.257041935,0.279449113,0.27206016
YPR036W,0.436624993,0.482427359,0.581502547,0.394048131,0.48057807,0.874510484,1.117977055,0.217893011,0.140462964,0.053032058,0.210606136,0.285853845,-0.322,-0.285,-0.528,-0.635,0.248,-0.092,-0.061,-0.143,0.416768174,0.387936006,0.118384469,0.291746373
YEL051W,0.360138625,0.398658478,0.611697545,0.408125569,0.476048131,0.135119092,0.415217284,0.238271697,0.226048131,0.316948599,0.318049906,0.365701698,0.191,-0.622,-0.456,-0.165,-0.165,-0.535,-0.507,-0.942,0.545077978,0.526463778,0.375216598,0.235077978
YKL080W,0.218484757,0.04863462,0.190125599,0.269743368,0.389085547,0.641113729,0.455738552,0.335657928,0.453281365,0.110336665,0.304000347,0.154582512,0.334,-0.288,-0.281,-0.424,0.226,-0.216,-0.672,-0.696,0.359075509,0.18356712,0.110359009,0.109854156
YHR039C-A,0.183371468,0.237840814,0.277153932,0.416167735,0.638000347,0.314304789,0.187725212,0.118863653,0.431948599,0.404100157,0.224701698,0.23605386,0.388,-0.243,-0.37,-0.056,0.39,-0.248,-0.306,-0.532,0.321307107,0.609971771,0.51619868,0.175016982
YPR173C,-0.348983018,0.233273215,0.662125725,0.001049906,-0.306454963,0.39190125,0.069545834,-0.234038586,-0.29082661,-0.458600342,-0.152495754,-0.161971928,0.206,-0.094,-0.016,-0.146,0.413,0.065,-0.065,-0.335,0.021580607,0.150121876,-0.043,-0.313480505
YBR288C,0.039,0.134,-0.120298077,-0.126317797,0.285545037,0.76,0.44596975,0.229476643,-0.120140066,0.00389702,0.201354862,0.209798358,0.045,0.145,0.381,0.158,0.264,-0.138,0.005,-0.075,0.120354862,0.078375114,-0.286718185,0.046377386
YGR261C,-0.309472714,0.02574347,0.132764724,-0.222669338,-0.044214615,0.341545834,0.117936725,0.041221872,-0.531350592,-0.642329172,-0.129622614,-0.367961135,-0.149,-0.33,-0.158,0.013,0.178,-0.127,0.118,0.317,-0.304989627,-0.457060606,-0.416239458,-0.21723792
YJL024C,-0.145472714,0.068631781,0.021689324,0.174152834,-0.148741543,0.021272676,0.268335782,0.51914833,0.007618612,0.006088721,0.004866037,0.142125908,0.121,-0.614,-0.302,-0.066,0.063,-0.41,-0.433,-0.223,-0.169046909,-0.110848171,0.092474407,-0.075728303
YPL195W,0.167119092,0.031419437,-0.330401592,-0.627580427,0.070068393,0.021580761,-0.034,-0.394245372,-0.309474116,-0.470260945,-0.172472926,-0.311499606,-0.01,-0.239,-0.315,-0.308,-0.02,-0.263,,0.021,-0.427940997,-0.483,-0.553052198,-0.511436838
YKL041W,0.36190125,0.947,0.590005545,0.122977055,0.294725348,0.506,0.424894356,0.023325936,0.093384469,-0.016112161,0.091660198,0.022582681,0.344,0.25,0.451,0.506,0.359,0.317,0.319,0.221,0.165265927,0.286394203,-0.194489516,-0.019314186
YNR006W,0.56261017,0.926361211,0.854519495,-0.029485357,0.220244975,0.26197199,0.547437295,0.075370993,-0.500454166,-0.436931607,-0.358710784,-0.325,0.709,1.312,1.052,1.278,0.48,0.724,0.925,0.851,-0.118,0.058038664,-0.22143273,-0.143051401
YLL040C,0.316948599,0.423818767,0.647502547,0.316048131,0.41,-0.267423889,0.305901636,-0.120711097,0.075077978,0.040500087,0.023575998,0.035424511,-0.09,-0.835,-0.53,-0.44,0.408,0.176,0.259,0.467,0.350311894,0.035424511,-0.159445553,-0.029688106
YPL045W,0.24495175,0.38064072,0.054474655,-0.193393933,0.197818767,0.540587371,0.055000884,-0.195188902,-0.299220416,-0.295237881,0.114138625,0.034383669,-0.59,-0.2,-0.2,-0.22,-0.39,-0.03,0.208,0.2,-0.193624893,-0.041058647,-0.023314263,0.052810431
YDR080W,0.185849185,0.240138625,0.020554447,-0.22,0.174189484,-0.114783402,-0.140468722,-0.332216103,-0.194298302,-0.162497453,-0.075274652,-0.203217792,0,0,0.06,0.1,0.07,0.438,0.072,-0.08,-0.139861375,-0.039965343,-0.030007117,0.075995441
YBL017C,-0.032784841,0.349793395,0.219685737,-0.539495754,-0.655145844,-0.624,-0.560046909,-0.676298077,-0.563536222,-0.890963587,-0.839242966,-0.785349307,0.095,-0.41,-0.399,-0.18,0.31,-0.01,0.17,0.132,-0.583244034,-0.370308613,-0.345105644,-0.569728303
YPL065W,1.030463778,0.887265434,0.6169474,0.598997652,1.250098855,0.729788251,0.205,0.132698448,0.242689324,0.001582512,0.218010373,0.12419868,0.128,0.41,0.91,0.62,0.255,0.464,0.482,0.422,0.153705787,0.259409467,-0.044131925,0.232400602
YKR001C,0.059897794,0.397166562,0.816768174,0.407495222,0.234799401,0.629,0.901931413,-0.246728303,-0.192261448,-0.347124067,-0.157393933,-0.206577284,0.187,0.055,-0.099,-0.139,0.739,0.279,0.312,0.356,-0.114902221,-0.134536222,-0.272636501,-0.214499913
YGL095C,0.382249249,1.091354018,1.124744047,0.214961673,0.35186406,1.071794692,0.755086547,0.095240277,-0.338255281,-0.234810516,0.116708021,0.09674347,0.126,-0.232,0.067,0.165,0.131,-0.192,-0.259,0.143,0.173,0.205221872,0.240768174,-0.053368219
YMR004W,1.034422716,1.564383669,1.48996005,0.814307107,0.721670828,0.876973089,0.68776996,-0.156248638,-0.042305467,-0.389004559,0.22118333,0.142252637,0.171,0.625,0.831,0.663,-0.127,0.21,0.648,0.767,0.021995441,0.232658435,0.231,0.138
YJL154C,0.023427359,0.397606136,0.591409467,0.117554447,-0.118388731,0.223427359,0.075743368,-0.107607032,-0.36893984,-0.460708551,-0.392109398,-0.326133963,0.023,0.319,0.261,0.202,-0.28,-0.282,0.019,0.44,-0.344575489,-0.05241003,-0.31135928,-0.120131925
YOR132W,0.194113729,0.216685814,0.7524191,0.110725348,0.086216598,0.414,-0.275,0.072,-0.58808753,-0.608924491,-0.196201642,-0.175393864,0.227,0.835,1.104,1.006,-0.163,0.229,0.978,1.013,-0.335599246,-0.331234554,-0.662,-0.276550887
YLR240W,-0.198,-0.01,-0.066,,0.125,-0.175,-1.097,,-0.586016229,-0.753473322,-0.366,0.239,0.074,0.364,0.638,0.455,-0.208,0.065,0.526,0.83,,,-0.21,-0.323972958
YBR097W,0.03,-0.389214615,-0.384504913,,0.86,0.088040909,,-0.237,-0.125015084,0.149,0.059,-0.586,0.04,-0.14,-0.11,-0.06,0.38,0.495,0.09,0.116,0.24,-0.581,0.11,
YML097C,-0.152695663,-0.487700984,-0.700994455,-0.537765729,0.403427359,-0.231368219,-0.262767817,-0.29909875,0.27265152,0.243685737,0.114658532,0.1660785,-0.53,-0.86,-0.8,-0.45,-0.29,-0.58,-0.69,-0.197,-0.421234554,0.233798358,0.23457859,0.353708021
YOR069W,0.42352504,0.490592778,0.345682203,0.170107527,0.352112909,0.546203777,0.298755966,0.182194498,0.000476186,-0.298689539,-0.063305467,0.168008664,-0.135,-0.01,0.493,0.581,-0.515,-0.508,0.439,0.531,-0.245329138,0.015400602,-0.346131925,-0.139813806
YHR012W,0.642371468,1.293563162,1.604458345,0.418203777,0.41,1.147,0.819214785,0.347702211,-0.214060606,-0.40323792,0.077152834,0.134733225,-0.077,-0.224,0.204,0.123,-0.015,-0.202,-0.106,0.108,0.203727619,0.157611269,-0.041874431,-0.021
YOR036W,3.023377386,3.517531278,3.304333032,1.574449113,1.465032093,1.569977259,1.324424887,0.036509871,-1.220899843,-1.446308613,-1.017727324,-0.78542141,0.758,2.219,2.449,2.16,0.297,1.511,1.716,1.561,-0.434928952,-0.177256632,-0.821412111,-0.474844295
YAL002W,0.48716556,0.669272676,0.349644082,-0.39218618,0.142163485,0.613083671,0.048086547,-0.255743396,-0.303184105,-0.34403061,-0.046813806,-0.08025653,0.22,0.56,0.35,0.4,0.385,0.98,1.072,0.51,0.004279601,-0.118142418,-0.160140066,-0.031468722
YDR495C,-0.196405647,-0.201650975,-0.161759723,-0.718591417,-0.648,-0.428,,-0.49,0.000317714,-0.212880168,0.236,-0.024750023,-0.346,-0.028,0.191,0.003,-0.814,-0.25,0.19,0.323,-0.349556492,-0.213788677,0.082909921,-0.018354444
YCL008C,-0.276322355,0.051500087,-0.400838114,-0.3575809,-0.354018805,-0.05,-0.041788677,-0.566181233,0.359,,0.05819868,0.098329107,0.56,0.712,0.359,0.508,0.368,0.388,0.563,0.324,0.383010373,0.12857859,0.364299016,0.085273215
YIL173W,-0.438752695,-0.114575489,0.02385338,-0.597497834,-0.129419239,-0.257524694,-0.497959138,-0.287524694,-0.218800028,-0.547043145,-0.131874431,-0.284575489,-0.13,-0.52,-0.35,-0.24,0.47,-0.1,0.06,0.41,-0.474966501,-0.100255953,-0.43,-0.409133739
YJL222W,-0.38882661,0.053076427,-0.167788677,-0.162730278,-0.467412629,0.245,-0.034,-0.321,-0.298204108,-0.507194573,-0.179254702,-0.28420789,-0.31,-0.585,-0.328,-0.298,-0.197,-0.487,-0.406,-0.04,0.100677088,-0.32813594,-0.448,-0.61009875
YLR417W,1.410449113,1.157725348,0.215048131,0.102289216,0.450514555,0.003939394,-0.24344479,-0.436261448,-0.862102995,-0.851,-0.726524694,0.093801585,-0.618,1.335,1.788,1.036,-0.438,-0.453,0.214,0.281,-1.717310676,-1.07009875,-1.738200344,-0.892038327
YPL120W,0.511594353,0.77890125,0.499743323,0.39052504,0.084215714,0.724361211,0.061762119,0.366928449,-0.06361377,-0.343142418,0.072,-0.057,-0.133,0.346,0.45,0.402,0.164,0.236,0.896,0.787,-0.181015084,-0.023861472,-0.344,-0.255832265
YJL053W,0.423155705,1.224606136,0.757331819,-0.072,0.146514042,0.444746373,0.406428086,-0.05899322,-0.373214615,-0.614409893,-0.13135928,0.169785439,-0.123,0.571,0.975,0.6,0.172,0.508,0.834,0.798,-0.281470835,0.175779584,0.08138623,0.098249249
YEL013W,-0.258800028,-0.059133739,0.082475306,-0.698692893,-0.154136347,0.224984916,0.126463778,-0.472798212,-0.128752695,-0.048752695,-0.034991336,-0.204298302,0.276,0.227,0.464,0.591,,0.28,0.553,0.115,-0.239688106,0.068817605,-0.454575489,-0.434783402
YDR323C,,,0.868,0.607,,,0.636,0.4,0.367,,,,-0.321,0.348,0.54,0.2,-0.312,0.204,0.224,0.151,,,,
YLR093C,1.134,1.168746373,0.93485299,0.487805427,1.145,1.302,1.313,0.776,0.186203777,-0.21017968,0.155987314,-0.012398037,-0.119,0.047,0.627,0.607,-0.053,0.189,0.546,0.412,0.101611269,0.619,-0.271381388,-0.014381388
YBR105C,0.777152265,0.462781486,1.031554151,1.9474814,1.62574347,1.65,1.811725991,1.841415349,0.825685737,0.53317472,0.335028072,0.459907594,-0.031,0.465,0.48,0.474,-0.663,0.68,0.363,0.236,0.58995175,0.363928449,0.531739055,0.141491753
YLR396C,-0.008710784,-0.444473322,-0.229,-0.254272381,-0.522652163,-0.283,-0.652,-0.366,-0.02,0.06497199,0.147424511,0.257519495,0.407,0.789,0.648,0.469,0.244,0.76,0.702,0.555,0.002086024,-0.12161377,-0.100272381,0.138634623
YLR360W,-0.078499913,0.35252504,0.378835693,0.073550684,0.13896005,0.223,0.08920744,0.143474655,0.445535959,0.254575412,0.347400602,0.098691387,0.691,0.681,0.854,0.698,0.438,0.73,0.486,0.769,0.329125725,0.398606589,0.139189249,0.291424511
YJL029C,-0.672,-0.709,0.046587889,-0.631051941,0.316,0.39,-0.177,-0.276,-0.456310676,-0.332302455,-0.283986352,-0.119924491,-0.243,-0.388,-0.315,-0.371,-0.09,-0.205,-0.095,-0.153,-0.52317968,-0.15341003,-0.687,-0.614971928
YEL005C,0.695077978,1.358125569,0.766948599,0.435008664,0.83040845,0.942274475,0.670961414,0.265849185,0.171697545,0.001697545,0.206067927,0.296012477,0.544,1.349,1.366,1.29,0.751,1.184,0.904,1.005,0.262475306,0.450138625,0.250311894,0.332216935
YHR195W,1.097866037,1.318,1.026138582,0.109234271,1.140733225,1.844098855,1.123891872,0.365029998,0.617829116,-0.057242966,0.449100157,0.092561742,-0.199,0.586,1.166,0.955,-0.296,0.298,0.777,0.766,0.46391247,0.788879288,-0.399,-0.152198415
YOR106W,-0.114950094,0.087804407,0.116634623,-0.003242966,-0.004274652,0.343624993,-0.076599398,-0.173470835,-0.188026694,-0.157793913,-0.336198415,-0.269971928,-0.295,-0.533,-0.233,-0.384,-0.219,-0.168,-0.245,-0.343,-0.539253627,0.006281815,-0.394150815,-0.225063275
YGL212W,0.077977055,0.133048131,-0.325728303,-0.021813806,0.3959474,0.912708021,0.255243282,0.545249558,0.234272676,-0.154051401,0.669,0.257675446,0.268,0.687,0.591,0.471,0.234,0.419,0.534,0.551,-0.385,-0.274,0.140743368,0.277265927
YNL054W,-0.095464019,0.035008664,-0.181874431,-0.349793913,-0.177310676,-0.058931607,-0.328793913,-0.2,0.065849185,-0.097194573,-0.037388731,-0.187194573,-0.17,0.18,0.33,0.38,0.1,0.08,0.27,0.525,-0.277194573,-0.018692893,-0.184991336,-0.167194573
YMR231W,0.309830674,0.720798358,0.574509148,-0.065407222,0.285677088,0.283606916,0.37416264,-0.315741543,-0.367913418,-0.418967907,-0.131961336,0.021349025,0.197,0.613,0.358,0.194,0.263,0.525,0.682,0.77,-0.089234554,0.129601963,-0.19202801,-0.297996881
YLR148W,-0.138,-0.397,-0.134,-0.065,,0.354,,1.341,-0.157664218,-0.506,-0.456,-0.197,-0.056,0.111,-0.166,-0.029,0.249,0.053,0.14,0.287,-0.708,-0.027931754,-0.07185167,-0.152580995
YDR027C,0.521665262,0.447095623,0.158575998,-0.295438258,0.420311895,0.591289216,-0.450880908,-0.540439278,0.258350672,-0.111783065,0.232645556,-0.034142418,,-0.029,0.101,0.07,,0.17,0.433,0.401,-0.081838114,0.097138528,-0.314153897,0.09691505
YDL234C,2.969649408,3.482682203,2.859375279,0.659336665,-0.53767076,1.116,0.347,-0.694022945,-2.531322912,-3.549,-2.692164268,-1.987,0.052,1.123,0.998,0.917,0.179,0.518,0.416,0.752,-1.218655295,-1.044233263,-1.812,-1.067417488
YPL163C,-0.703932073,-0.506314263,0.925113729,0.75496005,-1.671470817,-1.75438986,0.465,1.045500959,-1.308128803,-0.692026792,-0.403911279,0.102611269,-0.115,-0.672,-0.206,0.259,-0.466,-1.702,-1.642,-1.777,-1.037026792,,-0.493961336,-0.218616331
YOR109W,-0.210150815,-0.211,-0.236605895,-0.142916322,-0.024624886,-0.323769774,-0.307424588,0.184759662,-0.206497453,-0.342204108,-0.19915614,-0.079808332,-0.436,-0.441,-0.355,-0.388,-0.085,-0.661,-0.562,0.016,-0.26709875,-0.196788497,-0.173958065,-0.28115614
YPR051W,-0.324305467,-0.201047295,-0.168771512,0.12954463,-0.037043145,-0.526015084,-0.47738983,-0.474561979,-0.05403995,0.073199972,0.220419005,0.423846103,-0.239,-1.133,-0.955,-0.758,-0.111,-0.602,-0.914,-0.987,-0.053861375,0.059091598,0.122561742,0.050572866
YNL085W,-0.888675564,-0.756188902,-0.60534848,-0.494,-0.175,-0.669478816,-1.003,-0.329,-0.716,-0.728961096,-0.370266775,-0.369254702,0.277,-0.032,-0.152,-0.13,0.473,-0.135,-0.03,0.107,-0.686971928,-0.476887713,-0.724894141,-0.486800383
YJR133W,-0.419847166,0.240118448,0.524138625,0.466644082,-0.080598432,0.01085338,0.706953091,0.498277787,0.437835732,0.468514643,0.32590125,0.241444043,-0.534,-1.386,-1.072,-0.855,-0.333,-0.978,-0.669,-0.847,0.450038865,0.284420881,0.31796005,-0.084133963
