Station	Year	Month	Date	SH	Tmean	Tmax	Tmin	WindSpeed	RH	Rain	Pressure	SoilTemp	EVP
54416	1990	8	29	11.7	25	32	19.8	1.5	78	0	1003.2	27.6	6.1
54416	1990	8	30	10.6	22.6	31.2	15.2	1.8	82	30.9	1001.2	24.4	6.1
54416	1990	8	31	11.8	22.7	31.1	15.9	0.8	76	1.5	1002.3	25.3	6
54416	1990	9	1	11.8	24.4	31.5	17.9	1.5	74	0	1001.6	25.9	6.7
54416	1990	9	2	4.6	22.2	28.5	18.4	1.8	85	8.6	1001.6	25	4.7
54416	1990	9	3	0	19	20.8	17.5	0.3	96	37.6	1004.2	20.2	1
54416	1990	9	4	3.4	20.3	25.2	17	0.8	83	3.4	1006.4	22.6	3.6
54416	1990	9	5	0.8	21.3	25.1	19.4	0.3	88	0	1006.6	23	2.2
54416	1990	9	6	2	22.9	28.1	20.1	0.8	85	0.2	1008.8	24.2	3.4
54416	1990	9	7	5.7	22.7	28.4	18.7	1	86	0	1008.7	26.4	4.1
54416	1990	9	8	6.2	21	26.8	17.9	2.3	78	7.5	1008.4	23.1	4.1
54416	1990	9	9	10.9	20.9	27.8	16	1.3	76	0	1006.9	22.7	5.8
54416	1990	9	10	11.1	20.8	28.6	15.3	1.3	72	0	1004.3	24	6
54416	1990	9	11	10.1	22.1	30.7	16	1.3	71	0	1001.9	25.1	6.2
54416	1990	9	12	11.2	22.3	30	16	1.8	69	0	1004.2	27.1	6.7
54416	1990	9	13	1	20.2	25.1	18	2.3	83	13.3	1005.7	21.6	3.7
54416	1990	9	14	11.6	19	24.1	14.7	3	69	8.6	1008.2	20.5	7.2
54416	1990	9	15	7.5	18.2	25.6	11.7	1.5	76	0	1008.4	20.8	4.4
54416	1990	9	16	4	18	24.1	14.2	1.3	79	22	1002.1	17.9	5.3
54416	1990	9	17	10.5	14.4	20	9	2	58	0	1006	15.2	6.6
54416	1990	9	18	10.7	15.3	23.1	6.9	3	64	0	1003.2	15.6	5.5
54416	1990	9	19	9.6	16.8	23.8	11.6	1	78	0	1001.3	17.9	4.3
54416	1990	9	20	1.8	17.9	24.3	13.8	1.3	81	0	1003.4	17.7	3
54416	1990	9	21	8.8	18.9	25.6	14.7	3	65	0	1008.8	18.7	6.7
54416	1990	9	22	1.5	17.3	22.3	14.3	0.8	77	0	1009.6	18.7	2.6
54416	1990	9	23	9.3	17.4	24.7	11.5	1.5	70	0	1010.7	20.9	5
54416	1990	9	24	7.1	17.5	23.4	12	1.3	74	0	1012.9	21.8	4.3
54416	1990	9	25	0	18.1	21.1	16.4	0	83	0	1013.7	19.7	1.7
54416	1990	9	26	0	16	18.5	15.3	0.3	92	10.2	1012.2	16.8	0
54416	1990	9	27	7.5	17.8	25.5	14.4	1.5	82	0	1008.3	19.6	4.2
54416	1990	9	28	9.4	17.8	25.9	11.9	2	74	0	1008.6	19.1	4.7
54416	1990	9	29	9.3	18.6	24.8	11.9	2.8	57	0	1008.6	19.8	6.1
54416	1990	9	30	10.7	16.5	22.6	10	1.3	40	0	1013.1	18.4	8.8
54416	1990	10	1	10.7	13.1	23.9	4.5	1.5	65	0	1014	16.5	4.4
54416	1990	10	2	9.3	15.7	24.8	6.3	2	58	0	1011.5	17.4	5.7
54416	1990	10	3	8.5	15.9	23.9	10.5	1.5	71	0	1008.9	18.5	4.5
54416	1990	10	4	8.5	16.7	25.5	10.1	1.5	76	0	1007.1	19.4	4.2
54416	1990	10	5	8.9	19.7	28.3	12.1	2.8	60	0	1008.2	21.1	5.4
54416	1990	10	6	10.4	15.9	22.4	9.2	2.8	42	0	1017.1	18.7	9.5
54416	1990	10	7	10.1	14.7	25.2	6.2	1.5	58	0	1012.2	16.5	5.5
54416	1990	10	8	9.6	14.3	21.6	7.5	2	63	0	1017.9	16.7	4.4
54416	1990	10	9	9.8	10.7	18.9	1.8	1.5	60	0	1024.4	14	4.5
54416	1990	10	10	1.6	11.2	17.4	5.7	1.3	70	0	1020.2	13.7	2.7
54416	1990	10	11	7.9	14.2	21.4	9	0.8	72	0	1015.2	17.4	3.6
54416	1990	10	12	6.5	14.6	21.6	9.3	2	77	0	1011.5	15.9	2.7
54416	1990	10	13	7.1	17.3	26.2	10.8	1	65	0	1007.8	18.9	4.2
54416	1990	10	14	9.6	16.9	25.2	11	1	60	0	1012.7	19	5.6
54416	1990	10	15	7.8	15.1	25.7	7.5	1.5	63	0	1012.5	17.3	4
54416	1990	10	16	9.8	14.8	24.4	7	1.8	58	0	1012.5	16.5	5.8
54416	1990	10	17	9.7	12.8	21.2	8.8	0.8	59	0	1018.2	16	4.5
54416	1990	10	18	9	11.8	20.7	5.8	2.3	74	0	1015.9	14.9	3.4
54416	1990	10	19	9.1	13.5	21.6	7.8	2	72	0	1010.2	15.1	3.7
54416	1990	10	20	7.8	13.9	22.7	8.6	1	74	0	1011.2	16.3	3.5
54416	1990	10	21	6.3	14.5	21.3	8.6	2.5	76	0	1015.1	15.4	2.7
54416	1990	10	22	0.9	13.9	18.2	12.1	0.5	91	0.9	1013.2	14.4	0.9
54416	1990	10	23	6	13.5	20.2	8.6	1.3	82	0	1013.4	14.1	2.1
54416	1990	10	24	6.8	10.5	17.8	5.1	3.5	42	0	1017.9	13.2	7.5
54416	1990	10	25	9.4	8	19.7	0.7	1.5	63	0	1012.7	10.9	3.7
54416	1990	10	26	9.5	10.1	19.1	2.5	2	59	0	1015.2	11.7	3.8
54416	1990	10	27	8.9	9.5	19.2	3.3	2	71	0	1013.6	11.3	3.1
54416	1990	10	28	7.7	9.6	19.1	3.3	1.8	78	0	1011.4	10.9	2.4
54416	1990	10	29	8.1	9.5	18.8	3.6	1.3	83	0	1010	10.7	1.8
54416	1990	10	30	6.6	9.8	17.6	5.4	1.8	85	0	1008.2	10.8	1.8
54416	1990	10	31	4.9	12.8	19.3	5.9	3.5	61	0	1007.7	12.8	4
54416	1990	11	1	7.6	10.6	14.8	7.5	3.8	35	0	1015.7	11.9	7.9
54416	1990	11	2	0.7	7.7	10.1	4.8	0.8	68	0	1016.9	8.7	1.7
54416	1990	11	3	4.8	8.2	12.6	5.3	1	80	0	1011	10.7	1.9
54416	1990	11	4	4.7	8.9	13.2	4.8	1	81	0.8	1004.6	10.1	1.1
54416	1990	11	5	4.2	6.7	13.1	0	1.5	67	0	1006.5	6.4	1.3
54416	1990	11	6	9.3	7.2	15.6	-0.1	3	58	0	1008.2	7.6	3.9
54416	1990	11	7	3.3	8.4	11.8	5.8	0.8	59	0.1	1015.4	7.6	2.3
54416	1990	11	8	2.7	6.6	10.8	2.9	3.3	61	3.2	1022.5	7.3	2.7
54416	1990	11	9	5.2	-1.7	3.1	-4	3.3	40	0	1024.3	1.6	3.1
54416	1990	11	10	8.7	-0.2	9.5	-6.8	1.3	62	0	1016.5	2.3	1.7
54416	1990	11	11	8.3	4.2	15.1	-2.8	2.3	67	0	1010.3	4.8	1.8
54416	1990	11	12	8.2	6.7	20.7	-0.6	1.3	68	0	1011.1	6.8	2.5
54416	1990	11	13	7.5	7.1	20	0.6	1.3	73	0	1010.6	6.8	2
54416	1990	11	14	5.1	5.6	13.2	1.5	2	78	0	1014	6.2	1.6
54416	1990	11	15	7.6	4	11	-0.9	2	79	0	1016.3	5.6	1.5
54416	1990	11	16	3.2	8.3	13.4	5.6	1	80	0	1014.2	9.4	1.5
54416	1990	11	17	2.8	7.4	10.6	4.3	2	75	0	1017	8.1	1.3
54416	1990	11	18	2.9	4.8	12.2	0.4	1.3	80	0	1015.8	5.4	1
54416	1990	11	19	3	5.8	12.4	0.8	2.3	64	0	1015.5	6	1.7
54416	1990	11	20	8.7	-1.5	7.9	-5.4	3.8	25	0	1031.3	-0.2	4.7
54416	1990	11	21	8.1	-2.6	9.3	-9.1	2.3	60	0	1023.6	-1.3	1.4
54416	1990	11	22	8.2	1.1	13.8	-5.4	2.3	51	0	1019.1	1.1	2.1
54416	1990	11	23	8.2	4.2	14.1	-3.6	1.8	56	0	1020.9	3.6	2.2
54416	1990	11	24	1.7	4.1	11.1	0.8	0.8	72	0	1016.2	3.6	1.2
54416	1990	11	25	8	2.4	11.5	-2.6	1.8	70	0	1017.7	3.1	1.6
54416	1990	11	26	6.6	2.9	12.2	-2	1.8	71	0	1016.3	2.6	1.3
54416	1990	11	27	6.1	2.6	10.5	-1.5	2.3	80	0	1014.3	2.2	0.8
54416	1990	11	28	5.8	3.2	12.9	-1.1	2.3	88	0	1017.5	3.5	0.7
54416	1990	11	29	0	4	6.8	0.7	3	86	2.6	1021.6	3.6	0.3
54416	1990	11	30	6.2	-1.4	4.3	-5.6	4.8	39	0.6	1022.5	-0.3	3.9
54416	1990	12	1	7.9	-4	0.5	-6.9	5.3	14	0	1020.1	-3.2	3.5
54416	1990	12	2	7.8	-5	2	-10.1	1.5	49	0	1026.1	-3.9	1.7
54416	1990	12	3	7.4	-3.4	7.1	-9.1	1.8	60	0	1023.6	-2.7	0.8
54416	1990	12	4	7.6	-1.6	9.4	-6.5	1.5	61	0	1019.3	-1.8	1.1
54416	1990	12	5	7.6	-1.3	9.3	-6.7	2	62	0	1014.6	-1.5	1.2
54416	1990	12	6	7.5	-0.2	8.7	-5.5	1.3	66	0	1011.3	-1.1	1
54416	1990	12	7	7.8	3.1	13.2	-3.9	1.3	55	0	1015.3	0.6	1.8
54416	1990	12	8	2.7	0.7	9.1	-4	2.3	81	0	1011.9	-0.9	0.6
54416	1990	12	9	3	-0.2	6.5	-5.7	1.8	84	0	1007.2	-1.2	0.5
54416	1990	12	10	7.1	-2.4	5	-7.1	6.3	34	0	1023.6	-1.4	3.5
54416	1990	12	11	8.4	-7.7	-0.7	-11.3	2.8	34	0	1028.5	-5.9	1.8
54416	1990	12	12	7.6	-3.5	6.8	-11.8	1.5	48	0	1019.6	-3.7	1.5
54416	1990	12	13	7.4	-0.2	7.6	-7.1	2.5	48	0	1014.7	-0.7	1.8
54416	1990	12	14	8	-4.4	3.6	-8.1	1	44	0	1024.1	-4.5	1.9
54416	1990	12	15	7.9	-6.1	3.9	-11.5	2.5	54	0	1022.3	-5.1	1.2
54416	1990	12	16	5.4	-4.1	3.7	-10	2	55	0	1022.7	-4.1	1.1
54416	1990	12	17	7.9	-2.7	5.5	-8.1	1.8	52	0	1016.4	-2.4	1.4
54416	1990	12	18	8	-2.2	6.6	-7.4	1.8	41	0	1019.6	-3.3	2
54416	1990	12	19	2.2	-4.4	2	-8.7	1.3	61	0	1013.9	-5.9	0.7
54416	1990	12	20	6.6	-3.9	8	-10	2	64	0	1006.6	-4.1	0.9
54416	1990	12	21	6.4	1.4	5.6	-6.3	4.8	36	0	1004.7	-0.8	2.9
54416	1990	12	22	7.8	-1.5	4.1	-5.6	5.5	21	0	1017.8	-2.7	3.8
54416	1990	12	23	8	-4.2	5.2	-10	1.3	46	0	1019.6	-3.9	1.7
54416	1990	12	24	6.1	-6.2	3.8	-10.2	1.5	66	0	1013.1	-7.1	0.9
54416	1990	12	25	8.1	-3.8	0.8	-8	4.8	22	0	1017.9	-5.3	2.6
54416	1990	12	26	7.8	-9.4	-2.3	-12.2	2.8	34	0	1026.1	-8.7	1.8
54416	1990	12	27	0	-7.6	-3.2	-13	1.3	41	0	1024.1	-7.4	1.1
54416	1990	12	28	6	-7.6	0.1	-10.9	1.3	55	0	1020.2	-7.2	0.8
54416	1990	12	29	4.4	-8.8	-2.3	-14.4	1.3	70	0	1023.6	-8.6	0.5
54416	1990	12	30	0	-2.5	0.4	-9.5	0.8	67	0	1016.6	-2.2	0.6
54416	1990	12	31	5.6	1.2	5.8	-2.4	2.8	46	0	1013.1	1.3	2
54416	1991	1	1	7.8	-3.6	3.4	-8.3	1.8	23	0	1018.4	-4	3.3
54416	1991	1	2	7.5	-9.2	0.7	-15.5	1.5	38	0	1018.3	-8.5	1.4
54416	1991	1	3	7.5	-8.8	-2.9	-12.7	3	21	0	1019	-8.4	1.9
54416	1991	1	4	7.6	-9.3	-2.1	-16.2	2.8	38	0	1018.8	-9.5	1.5
54416	1991	1	5	7.8	-8.1	-0.8	-12.3	2.5	28	0	1017.3	-7.9	1.9
54416	1991	1	6	5.7	-7.9	-0.7	-13.2	2.3	42	0	1015.3	-7.9	1.2
54416	1991	1	7	7.8	-6.4	-1.7	-12.6	3	30	0	1022.7	-7.4	1.8
54416	1991	1	8	8.2	-8	0.4	-11.1	2	39	0	1023.6	-8.1	1.5
54416	1991	1	9	5	-7.9	-0.2	-13.7	2.5	50	0	1015.8	-8.1	0.7
54416	1991	1	10	7.2	-4.4	-0.5	-6.3	3.5	30	0	1020.2	-5.4	2.4
54416	1991	1	11	2.2	-6.1	0.2	-9.8	2.3	48	0	1015.1	-6	1
54416	1991	1	12	8	-8	-1.1	-14.1	1.8	33	0	1018.6	-8.2	1.2
54416	1991	1	13	8	-8.2	1.5	-14.8	2	45	0	1021.5	-8.2	1.4
54416	1991	1	14	7.7	-5.7	4.3	-12.3	2.3	46	0	1017.9	-5.9	1.3
54416	1991	1	15	6	-5.2	3.9	-10.7	2.5	47	0	1014	-5.8	1.5
54416	1991	1	16	8.1	-2.3	6.7	-8.5	3.3	45	0	1015.9	-3.5	1.9
54416	1991	1	17	5.8	-5.7	1.6	-12.3	1.8	72	0	1023.2	-5.3	1.2
54416	1991	1	18	0	-5.2	2.2	-9.9	1.5	75	0	1021.3	-5.2	0.6
54416	1991	1	19	3.1	-5.2	3.8	-9.9	1.5	73	0	1018.2	-5.3	0.7
54416	1991	1	20	0	-0.1	5.7	-6.1	2	66	0	1017.6	0.3	0.8
54416	1991	1	21	1.8	-2.5	3.2	-7.2	1.5	71	0	1020.6	-2.6	0.9
54416	1991	1	22	0	-2.1	3.3	-6.4	1.5	69	0	1023.5	-2.5	0.8
54416	1991	1	23	0	-2.4	0.1	-3.7	0.8	74	0	1020.5	-1.7	0.7
54416	1991	1	24	8.4	-4.5	3.7	-9.5	1.8	63	0	1016.1	-3.3	1.3
54416	1991	1	25	8.1	-4.4	6.8	-11.3	1.8	46	0	1017.9	-4.9	1.7
54416	1991	1	26	8.5	-2.5	5.7	-6.5	3	30	0	1023.8	-3	2.6
54416	1991	1	27	7.7	-4.4	5.5	-10.3	2.8	46	0	1025.2	-4.1	1.7
54416	1991	1	28	1.6	-2	1.6	-5.7	2.3	52	0	1027.8	-1.5	1.7
54416	1991	1	29	0	-2.6	0.6	-5.8	1.3	61	0	1028.9	-1.1	1.1
54416	1991	1	30	6	-4.7	3.6	-9.3	1.8	68	0	1029.1	-4	0.9
54416	1991	1	31	8.7	-3.7	5.1	-8.9	3	42	0	1025.8	-4.4	2.5
54416	1991	2	1	8.5	-3	5	-7.3	2	28	0	1022.6	-3.7	2.9
54416	1991	2	2	6.2	-5.5	3.8	-10.8	1.8	49	0	1019.1	-5.5	1
54416	1991	2	3	8.9	-3.6	4.1	-11.4	2	51	0	1016.7	-4.4	2.3
54416	1991	2	4	8.4	-3.7	3	-7.1	3	29	0	1019.4	-2.8	2.7
54416	1991	2	5	8.7	-4.4	8.1	-11.4	2	49	0	1013.2	-2.9	1.6
54416	1991	2	6	5.8	-3.8	4.2	-7.7	2.5	46	0	1012.6	-4.9	2.2
54416	1991	2	7	7.4	-2.8	7.7	-10.6	2.3	55	0	1013.1	-2.3	1.4
54416	1991	2	8	0.9	-2.1	3.2	-4.3	1.5	77	0.2	1014.2	-0.5	0.9
54416	1991	2	9	7	0.9	9.9	-5.7	1.3	63	0	1010.4	1	1.6
54416	1991	2	10	4.5	0.2	7.2	-4.5	1	69	0	1011.1	2.1	1.4
54416	1991	2	11	9	-3.1	7.4	-11.3	1.5	48	0	1015.1	-2.7	2
54416	1991	2	12	8.6	0.2	8.8	-7.7	3.5	32	0	1017	0.1	2.8
54416	1991	2	13	7.4	-0.2	10.6	-6.8	1.3	58	0	1016.1	1.2	1.9
54416	1991	2	14	0	0.8	5	-2.2	1.8	71	0.2	1012.5	1.1	1
54416	1991	2	15	5.8	1.8	6.3	-2	1	76	0.8	1012.9	2.7	2
54416	1991	2	16	7	1.1	7.1	-3.7	1.5	67	0.5	1017.3	1.9	2.4
54416	1991	2	17	1.3	-0.7	3.8	-3.1	2	58	0	1019.2	-0.7	1.8
54416	1991	2	18	5.5	-2.9	2.7	-7.4	4.8	49	0	1019.5	-2.9	2.7
54416	1991	2	19	8.8	-5.5	1.6	-15.3	4.3	25	0	1020.6	-3.9	2.9
54416	1991	2	20	7.5	-3.2	3.4	-9.2	4.5	24	0	1013.3	-4.6	3.5
54416	1991	2	21	4.3	-4.5	1.9	-11.9	4	28	0	1016.4	-5.3	2.4
54416	1991	2	22	9.5	-10.3	-2.6	-15.2	5	15	0	1027.8	-7.3	2.5
54416	1991	2	23	9.7	-10	0	-17.4	1	36	0	1026.8	-6.4	1.7
54416	1991	2	24	9.6	-8	1.6	-14.7	1.8	45	0	1029.2	-5.2	1.8
54416	1991	2	25	7.4	-5.6	3.3	-11.3	2.5	58	0	1023	-3.6	1.5
54416	1991	2	26	4.6	-1.7	6.1	-7.5	1	58	0	1014.1	-1.3	1.4
54416	1991	2	27	1.6	2.1	5.3	0.3	3	37	0	1016.4	0.3	3.4
54416	1991	2	28	9.8	-2.8	6.2	-10.3	2	28	0	1020.9	-0.5	2.9
54416	1991	3	1	8.6	-2.4	9.1	-9.2	2.8	46	0	1014.7	-0.5	2.4
54416	1991	3	2	9.7	4.5	10.1	-2	3	38	0	1016.9	6.1	4.8
54416	1991	3	3	3.5	-0.3	4.9	-5.5	2	73	0	1013.4	1.2	1.1
54416	1991	3	4	7.5	4.1	15.2	-2.9	2	61	0	1006.3	5.6	3.2
54416	1991	3	5	7.2	7.2	15.8	1.4	1.3	67	0	1004.5	8	2.7
54416	1991	3	6	4.2	6.4	10.6	1	4	43	0	1013.5	5.2	4.8
54416	1991	3	7	0	1.4	5	-1.5	2	38	0	1021.4	1.8	2.6
54416	1991	3	8	0	-0.9	1.7	-2.5	1.3	74	0.1	1012.8	-0.7	1.3
54416	1991	3	9	0	0.1	3.2	-3	1.5	76	0	1012.5	0.8	0.9
54416	1991	3	10	0	1.3	4.9	-2.7	1.8	72	0	1015.9	1.5	1
54416	1991	3	11	7.6	2.8	10.8	-4.6	2	65	0	1014.2	4.5	2.1
54416	1991	3	12	0	-0.3	5.8	-2.4	3.5	71	2.6	1019.9	1.8	1.8
54416	1991	3	13	10.3	-1.1	5	-5.5	1.8	59	0	1023.7	3	2.5
54416	1991	3	14	7.2	0	5	-5.3	2.3	49	0	1026.2	1.3	2.3
54416	1991	3	15	0	0.3	2.6	-1.1	1.8	86	1.1	1016.2	1.9	0.3
54416	1991	3	16	10.6	4.2	10.7	-5	1.8	40	0	1016.9	5.6	3.2
54416	1991	3	17	9.6	4	13.1	-3.8	1.8	68	0	1009.7	6.8	3
54416	1991	3	18	9.3	8.1	17.3	-0.1	2.5	74	0	1001.9	9.7	3.3
54416	1991	3	19	0	7.4	12.1	3.2	1.8	90	0	997.9	6.7	0.6
54416	1991	3	20	10.9	6.2	15.1	3.5	3.5	28	0	1018.1	8.4	8.8
54416	1991	3	21	7.6	2.4	7.5	-2	2	59	0	1018.6	5.4	3.2
54416	1991	3	22	7.6	3	10.4	-4.1	2.3	65	0	1008.3	6.2	2.6
54416	1991	3	23	0.6	7.4	11.1	3.7	4.5	47	0	1010.9	6.6	4.1
54416	1991	3	24	9.1	5.1	12.6	0.1	2.5	62	0	1012	8.3	4
54416	1991	3	25	9.2	8.3	16.1	1	4	35	0	1014.5	11.4	7.1
54416	1991	3	26	0	2.4	8.8	-0.2	1.5	78	5.4	1015.8	2.6	0
54416	1991	3	27	3.8	1.4	5.5	-0.8	1.8	86	2	1018.2	5.2	2
54416	1991	3	28	0	0.5	3.6	-0.5	3	77	0.3	1024.3	1.4	1.3
54416	1991	3	29	8.6	1.8	9.2	-7	1.3	75	3.6	1021.5	4.8	2.5
54416	1991	3	30	10.7	2.9	7.1	-0.7	2.8	37	0	1024.2	4.7	4.4
54416	1991	3	31	11.2	3.1	9.1	-2.6	2.8	30	0	1025.6	6.2	4.4
54416	1991	4	1	11.4	4.8	15.4	-4.1	1.5	51	0	1021.2	9	4.3
54416	1991	4	2	11.1	9.7	20.4	0.5	2.3	49	0	1016.1	12.6	6.1
54416	1991	4	3	10.4	12.2	17.6	2.1	3	53	0	1012.6	13.5	5.3
54416	1991	4	4	9	11.8	18.7	3.9	1.8	63	0	1006.3	14.3	5
54416	1991	4	5	10.2	11.8	20.8	5.3	2.8	47	0	1007	14.8	7
54416	1991	4	6	0	9.4	12.5	7.3	1.8	62	0	1008.1	8.6	1.7
54416	1991	4	7	0	9.4	13.8	7.8	1.5	78	0.4	1002.5	9.6	2.5
54416	1991	4	8	11.1	11.7	19.4	2	3.8	63	0	1006	15	5.6
54416	1991	4	9	1.8	12.8	18.6	8.4	0.5	74	0	1002.3	15.9	2.9
54416	1991	4	10	0	11.8	15.6	10.9	3.3	73	3.5	1005.1	11	2.3
54416	1991	4	11	0	10.2	11.8	8.8	2.5	79	1.8	1006.7	9.6	1.6
54416	1991	4	12	2	11.3	16.2	7.9	2.5	68	3.9	1006.1	11.7	2.5
54416	1991	4	13	12	10.8	17.7	3	2	49	0	1007.2	14.6	6.3
54416	1991	4	14	8.1	10.3	19.3	2.9	2.5	66	0.4	1003.9	14.3	5.1
54416	1991	4	15	12	13.2	20.4	4.7	3.3	39	0	1007.3	17.6	8.5
54416	1991	4	16	8	13.2	20.2	4.3	1.5	53	0.2	1007.9	17.2	5.1
54416	1991	4	17	0	11.7	15.4	9.6	3.5	76	3.6	1005.6	10.9	1.5
54416	1991	4	18	11.9	11.7	19.8	3.1	2	44	0	1013.9	15.3	7.7
54416	1991	4	19	12.2	12.2	20.8	4.4	3	49	0	1013.7	15.8	9
54416	1991	4	20	12.2	13.3	23.2	2.5	1	47	0	1011.1	17.5	7.5
54416	1991	4	21	12	15.2	23.6	4.7	2.3	39	0	1006.9	19.3	7.7
54416	1991	4	22	11.2	15.8	24.7	4.9	1.8	58	0	1003.4	19.4	7.7
54416	1991	4	23	0	15	20.9	10.2	4	53	0.2	1004.2	15	6.5
54416	1991	4	24	11.4	11.4	17.7	6.2	2.5	58	1.7	1006	16.3	5.7
54416	1991	4	25	12.1	12.2	17.9	8.3	4.3	19	0	1010.9	17.8	11.3
54416	1991	4	26	11.4	14	20.8	2.5	2.8	47	0	1006.4	18.9	6.4
54416	1991	4	27	8.7	18	24.2	8.2	1.8	45	0	1000.5	23.6	7.7
54416	1991	4	28	8.4	13.7	20.6	9.6	2.8	58	0.9	1002.5	19.4	6.1
54416	1991	4	29	11.6	15.7	24.6	4.5	3	49	0	999.4	20.2	8.7
54416	1991	4	30	9.7	13.2	21.4	8.7	4.8	21	0	1000.9	15.3	11.7
54416	1991	5	1	12.5	13.3	17.7	6.4	4.3	19	0	1005.4	18.8	11
54416	1991	5	2	12.6	12.9	21.5	1.6	1.8	40	0	1009.1	20.1	8.2
54416	1991	5	3	11.8	15.7	24.9	5.4	1.8	46	0	1010.4	22.1	8.3
54416	1991	5	4	11.6	17.2	23.6	9.2	1.8	48	0	1009.8	22.2	7.5
54416	1991	5	5	5.7	15.8	20.7	9.1	1.5	63	0	1007.1	19.2	4
54416	1991	5	6	3.9	14.9	18.1	10.5	2	60	0	1006.4	19.2	4.4
54416	1991	5	7	9.3	15.4	23.4	7.3	1.8	52	0	1004.2	21.2	7.8
54416	1991	5	8	11.8	16.7	23.8	5.8	3	40	0	1000.9	22.2	9.9
54416	1991	5	9	10.1	16.9	26.2	5.3	1	40	0	1001.2	20.5	9.3
54416	1991	5	10	11.6	18.8	27.3	6.8	1.3	40	0	1004.4	25.3	8.5
54416	1991	5	11	12.9	20.7	30.6	9.4	1.3	43	0	1001.6	25.6	9.6
54416	1991	5	12	12.5	19	24.8	10.9	4.8	35	0	1004.5	25.3	10.5
54416	1991	5	13	6.6	18.6	26.7	10.3	1.3	64	0	999.3	25.8	5.6
54416	1991	5	14	6.8	17.2	21.8	14.5	1.8	60	6.1	1001.1	21.8	7.1
54416	1991	5	15	8.6	15.9	25.7	7.3	1.5	67	0.2	999.2	20.2	6.3
54416	1991	5	16	12.8	21.3	27.1	9.8	1.8	31	0	1002.9	26.5	11.7
54416	1991	5	17	12.4	21.2	30.3	9.8	1.8	57	0	994.5	27.3	8.3
54416	1991	5	18	12.3	24.2	33.2	15.3	2	59	0	992.3	30	9.5
54416	1991	5	19	12.7	21.9	28.7	14	2.3	63	0	1000.6	27.7	8.4
54416	1991	5	20	11.7	22.9	28.8	14.4	2	68	0	1002.4	30	7.8
54416	1991	5	21	0	22.7	25.5	20.5	1.5	79	0.4	997.9	25.5	3.3
54416	1991	5	22	2.4	21.4	24.1	16.7	2.3	54	0	1000.9	23.2	5.9
54416	1991	5	23	0	17.1	20.7	14.7	0.8	71	1.8	998.1	17.4	1.6
54416	1991	5	24	0	15.5	18.6	12.3	2.5	86	11.2	1001.2	15.8	0.9
54416	1991	5	25	0	12.6	15.7	10.1	2.5	78	30.1	1004.8	12.8	2.1
54416	1991	5	26	11.2	17	24.8	9.2	1.5	64	0	1006.3	19.1	7.9
54416	1991	5	27	12.3	19.4	24.6	12.3	2	64	0	1007.5	21.8	6.6
54416	1991	5	28	0	16.9	20.4	14.7	0.5	81	0.3	1007.2	18.2	1.8
54416	1991	5	29	0.7	18.7	22.8	13.5	1.5	83	0	1007.2	20.8	3.2
54416	1991	5	30	0	19.7	23.2	17.2	1.3	83	8.2	1004.1	21.8	3.6
54416	1991	5	31	0	20.9	24.6	18.6	0.3	87	0	1001	21.3	2.5
54416	1991	6	1	5.7	23.1	28.2	17.1	0.5	78	0	1000	25.1	4.7
54416	1991	6	2	5.6	21.7	27.1	17	0.8	83	2.1	999.4	25.2	4.5
54416	1991	6	3	13.4	22.7	29.8	14	0.8	63	0.1	997.8	27.4	9
54416	1991	6	4	10.6	23.8	31.4	14.5	2.5	57	0	999.8	28.1	8.4
54416	1991	6	5	6.7	22.7	27.5	18.6	2.3	64	0	1002.5	28.5	6.6
54416	1991	6	6	9.5	22.4	27.8	15.5	3	67	0	1001.6	28.6	6.9
54416	1991	6	7	0	22	25.3	18.6	1.5	85	8.4	996	23.4	2.8
54416	1991	6	8	6.5	20.8	26.6	17	2.3	82	54	994.5	24.1	5.2
54416	1991	6	9	11.6	22.8	28.2	16.8	0.5	80	2.1	997.8	25.8	5.3
54416	1991	6	10	0	20.8	25	19.1	1.5	94	63.9	995.7	21.2	2
54416	1991	6	11	7.8	21.9	26.2	18.5	2.5	72	0.2	986.3	21.5	6
54416	1991	6	12	13.8	24.4	31	14.8	1	55	0	996.3	25.4	9.9
54416	1991	6	13	12.2	25.2	31.6	17.4	1.5	66	0	998.3	26.7	8
54416	1991	6	14	10.3	24.3	30.1	18.9	1.3	69	0	996.9	28.1	7.7
54416	1991	6	15	8.9	23.1	30.1	18.1	1.8	78	3.7	993.7	27.4	6.7
54416	1991	6	16	13.1	22	27.4	17.6	3.8	50	0.6	997.2	25.2	11
54416	1991	6	17	13.3	21.3	28	12.3	2.3	52	0	995.6	26.1	10
54416	1991	6	18	13	22.8	29.1	16.6	2.8	55	0	994.1	27.6	11.5
54416	1991	6	19	10.9	23.5	29.4	15.8	1	65	0	996.6	29.4	7.7
54416	1991	6	20	11.1	23.8	33.8	16.9	1.5	67	5.3	995.5	31	9.6
54416	1991	6	21	11.8	25.3	33.6	17.5	2.8	59	0	996.9	29.2	10.8
54416	1991	6	22	11.5	24.6	31.2	17.7	1.5	66	0	998	29.7	8.1
54416	1991	6	23	8.1	23.4	29.9	20.1	0.3	70	0.9	994.9	29.4	7.4
54416	1991	6	24	11.1	21.2	27.1	16.2	1.5	72	13.2	997.9	25.3	9.1
